0.05402399,0.05402399
0.05442061,0.05442061
0.06820377,0.06820377
0.05616858,0.05616858
0.05228684,0.05228684
0.05193813,0.05193813
0.05511266,0.05511266
0.05437802,0.05437802
0.0522129,0.0522129
0.05243349,0.05243349
0.05239073,0.05239073
0.05214712,0.05214712
0.04758883,0.04758883
0.03907832,0.03907832
0.04823337,0.04823337
0.04591203,0.04591203
0.04651033,0.04651033
0.04614106,0.04614106
0.04836672,0.04836672
0.05286189,0.05286189
0.04806889,0.04806889
0.03841855,0.03841855
0.03892077,0.03892077
0.03439905,0.03439905
0.03977264,0.03977264
0.04170357,0.04170357
0.04391694,0.04391694
0.04836185,0.04836185
0.04895643,0.04895643
0.04780773,0.04780773
0.04900873,0.04900873
0.05092138,0.05092138
0.05282183,0.05282183
0.05268627,0.05268627
0.05051705,0.05051705
0.04866198,0.04866198
0.03824167,0.03824167
0.04302388,0.04302388
0.0435078,0.0435078
0.0437931,0.0437931
0.04876605,0.04876605
0.04457589,0.04457589
0.0494489,0.0494489
0.04982261,0.04982261
0.04971384,0.04971384
0.04375441,0.04375441
0.04879518,0.04879518
0.04838531,0.04838531
0.05206758,0.05206758
0.04859691,0.04859691
0.03748586,0.03748586
0.03823373,0.03823373
0.03715371,0.03715371
0.04322454,0.04322454
0.04347759,0.04347759
0.03748454,0.03748454
0.03748403,0.03748403
0.03512042,0.03512042
0.03580732,0.03580732
0.0358015,0.0358015
0.03566139,0.03566139
0.03907832,0.03907832
0.03852393,0.03852393
0.03542845,0.03542845
0.03521559,0.03521559
0.03475479,0.03475479
0.03546912,0.03546912
0.03548663,0.03548663
0.03503666,0.03503666
0.03095159,0.03095159
0.02041266,0.02041266
0.00979027,0.00979027
0.00960903,0.00960903
0.0095612,0.0095612
0.00956087,0.00956087
0.00941313,0.00941313
0,0
-0.02123903,-0.02123903
-0.02061726,-0.02061726
-0.00833773,-0.00833773
0,0
0.00894932,0.00894932
0.00345748,0.00345748
0.00293924,0.00293924
0.00523173,0.00523173
0.0000198,0.0000198
-0.03413156,-0.03413156
-0.01979086,-0.01979086
-0.03396109,-0.03396109
-0.04432851,-0.04432851
-0.0455332,-0.0455332
-0.05427952,-0.05427952
-0.04850448,-0.04850448
-0.04483148,-0.04483148
-0.05923229,-0.05923229
-0.05460313,-0.05460313
-0.05432334,-0.05432334
-0.048022,-0.048022
-0.04751575,-0.04751575
-0.05574597,-0.05574597
-0.05702791,-0.05702791
-0.06018207,-0.06018207
-0.05836394,-0.05836394
-0.0561503,-0.0561503
-0.05928448,-0.05928448
-0.07705507,-0.07705507
-0.08469129,-0.08469129
-0.08855653,-0.08855653
-0.08218076,-0.08218076
-0.08582986,-0.08582986
-0.08673522,-0.08673522
-0.08777,-0.08777
-0.08674086,-0.08674086
-0.08949309,-0.08949309
-0.09820952,-0.09820952
-0.08948835,-0.08948835
-0.0821287,-0.0821287
-0.08013367,-0.08013367
-0.0546524,-0.0546524
-0.055,-0.055
-0.05790146,-0.05790146
-0.08777,-0.08777
-0.05382467,-0.05382467
-0.18999,-0.18999
-0.0789037,-0.0789037
-0.08139925,-0.08139925
-0.055,-0.055
-0.09667573,-0.09667573
-0.09297,-0.09297
-0.08777,-0.08777
-0.0816214,-0.0816214
-0.0811739,-0.0811739
-0.08223361,-0.08223361
-0.07981811,-0.07981811
-0.0800236,-0.0800236
-0.07819147,-0.07819147
-0.07902026,-0.07902026
-0.09833414,-0.09833414
-0.07983846,-0.07983846
-0.08024198,-0.08024198
-0.08038883,-0.08038883
-0.07941774,-0.07941774
-0.08777,-0.08777
-0.09832841,-0.09832841
-0.08246451,-0.08246451
-0.15899807,-0.15899807
-0.09297,-0.09297
-0.16056353,-0.16056353
-0.04676988,-0.04676988
-0.04676988,-0.04676988
-0.04676988,-0.04676988
-0.08777,-0.08777
-0.08777,-0.08777
-0.11682547,-0.11682547
-0.08496845,-0.08496845
-0.08777,-0.08777
-0.08314975,-0.08314975
-0.08675469,-0.08675469
-0.08419397,-0.08419397
-0.08117928,-0.08117928
-0.08777,-0.08777
-0.08777,-0.08777
-0.07912072,-0.07912072
-0.05547487,-0.05547487
-0.05323167,-0.05323167
-0.05324026,-0.05324026
0.00999445,0.00999445
-0.00073285,-0.00073285
-0.04665,-0.04665
-0.04676988,-0.04676988
-0.04676988,-0.04676988
-0.04983665,-0.04983665
-0.05001,-0.05001
-0.05548753,-0.05548753
-0.04959201,-0.04959201
-0.06514763,-0.06514763
-0.04716668,-0.04716668
-0.05344607,-0.05344607
-0.04665,-0.04665
-0.03359025,-0.03359025
0.00647976,0.00647976
0.01716458,0.01716458
0.01027212,0.01027212
-0.0379746,-0.0379746
-0.05,-0.05
-0.01979255,-0.01979255
0.00880247,0.00880247
0.01880183,0.01880183
0.01968878,0.01968878
0.0023647,0.0023647
0.02906035,0.02906035
0.02887781,0.02887781
-0.02103822,-0.02103822
-0.03597,-0.03597
0.02090542,0.02090542
0.01007305,0.01007305
0.03099332,0.03099332
0.02166783,0.02166783
0.02145346,0.02145346
0.00980116,0.00980116
0.00999773,0.00999773
0.02405439,0.02405439
0.02441075,0.02441075
0.02453055,0.02453055
0.02120535,0.02120535
0.00974261,0.00974261
0.04502496,0.04502496
0.05576534,0.05576534
0.05170738,0.05170738
0.05931405,0.05931405
0.06597837,0.06597837
0.0584645,0.0584645
0.04076016,0.04076016
0.05336955,0.05336955
0.05263872,0.05263872
0.05456626,0.05456626
0.04963453,0.04963453
0.0455361,0.0455361
0.0310697,0.0310697
0.03914439,0.03914439
0.05132672,0.05132672
0.05273818,0.05273818
0.05144526,0.05144526
